Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J3,Conn_01x04_Pin,Molex_Nano-Fit_105310-xx04_2x02_P2.50mm_Vertical,221.12,-83.6,180.0,top
J4,Conn_01x03_Pin,JST_XH_B3B-XH-A_1x03_P2.50mm_Vertical,172.0,-71.75,0.0,top
J5,Conn_01x04_Pin,JST_SH_BM04B-SRSS-TB_1x04-1MP_P1.00mm_Vertical,194.5,-71.75,0.0,top
J6,USB_C_Receptacle_USB2.0_14P,AMPHENOL_12402012E212A,221.79,-139.05,90.0,top
J7,691137710004,TerminalBlock_RND_205-00003_1x04_P5.00mm_Horizontal,160.5,-90.15,-90.0,top
J8,Conn_01x02_Pin,PinHeader_1x02_P2.54mm_Horizontal,166.5,-104.58,180.0,top
J12,Conn_01x04_Pin,JST_SH_BM04B-SRSS-TB_1x04-1MP_P1.00mm_Vertical,203.0,-71.75,0.0,top
J13,Conn_01x02_Pin,PinHeader_1x02_P2.54mm_Vertical,210.0,-72.28,180.0,top
J14,Conn_01x02_Pin,PinHeader_1x02_P2.54mm_Vertical,214.5,-72.28,180.0,top
J20,Barrel_Jack,BarrelJack_GCT_DCJ200-10-A_Horizontal,215.8,-123.3,90.0,top
J21,Conn_01x03_Pin,JST_XH_B3B-XH-A_1x03_P2.50mm_Vertical,183.5,-71.75,0.0,top
L1,3.3uH,L_TDK_VLS6045EX_VLS6045AF,197.775,-103.45,180.0,top
L2,3.3uH,L_Taiyo_Yuden_MAMK,196.875,-115.95,180.0,top
R1,120,R_0603_1608Metric,208.7,-88.45,90.0,top
R2,5.1k,R_0603_1608Metric,217.3,-135.65,90.0,top
R3,5.1k,R_0603_1608Metric,216.9,-142.15,-90.0,top
R4,47,R_0603_1608Metric,167.6,-88.35,0.0,top
R5,47,R_0603_1608Metric,167.6,-89.95,0.0,top
R6,10k,R_0603_1608Metric,166.8,-110.65,-90.0,top
R7,10k,R_0603_1608Metric,191.1,-136.125,180.0,top
R8,10k,R_0603_1608Metric,194.475,-147.15,0.0,top
R9,10k,R_0603_1608Metric,207.6,-145.385,90.0,top
R10,10k,R_0603_1608Metric,200.3,-145.385,90.0,top
R11,10k,R_0603_1608Metric,171.2,-133.225,0.0,top
R12,33.2k,R_0603_1608Metric,204.575,-118.45,180.0,top
R13,10k,R_0603_1608Metric,204.575,-116.95,0.0,top
R14,220,R_0603_1608Metric,175.8,-144.45,90.0,top
R15,2.2k,R_0603_1608Metric,223.6,-115.75,0.0,top
R16,54.9k,R_0603_1608Metric,207.575,-104.35,180.0,top
R17,10k,R_0603_1608Metric,207.575,-102.85,0.0,top
R18,1k,R_0603_1608Metric,159.0,-109.85,180.0,top
R19,4.7k,R_0603_1608Metric,190.575,-77.15,0.0,top
R20,4.7k,R_0603_1608Metric,196.275,-76.95,180.0,top
R21,4.7k,R_0603_1608Metric,189.9,-132.96,180.0,top
R22,4.7k,R_0603_1608Metric,189.9,-131.45,180.0,top
R23,4.7k,R_0603_1608Metric,204.3,-76.35,180.0,top
R24,4.7k,R_0603_1608Metric,199.4,-78.45,0.0,top
SW1,SW_DIP_x02,DIP-4_W8.89mm_SMDSocket_LongPads,203.9,-150.175,-90.0,top
SW2,CK_PTS526_SK15_Switch,CK_PTS526_SK15_Switch,187.1,-153.55,0.0,top
SW3,CK_PTS526_SK15_Switch,CK_PTS526_SK15_Switch,195.3,-153.55,0.0,top
U1,ATA6561,SOIC-8_3.9x4.9mm_P1.27mm,191.325,-81.05,0.0,top
U3,W25Q16JVSSIQ,SOIC-8_5.23x5.23mm_P1.27mm,192.6,-141.625,90.0,top
U4,NAU7802,SOP-16_3.9x9.9mm_P1.27mm,174.625,-91.75,0.0,top
U5,KC2520Z4.91520C1KX00,Oscillator_SMD_Kyocera_KC2520Z-4Pin_2.5x2.0mm,180.225,-96.05,180.0,top
U6,TXB0102DCU,VSSOP-8_2.3x2mm_P0.5mm,177.8,-77.85,0.0,top
U7,ESD122DMYR,DMY0003A,216.3,-138.55,0.0,top
U8,STM32G474RETx,LQFP-64_10x10mm_P0.5mm,180.1,-131.625,0.0,top
U9,TPS561201,SOT-23-6,200.6125,-116.65,0.0,top
U10,MCP6001R,SOT-23-5,162.7,-110.85,180.0,top
U12,TPS565208,SOT-23-6,203.375,-103.45,0.0,top
U13,ESD122DMYR,DMY0003A,220.0,-88.5,-90.0,top
U14,ESD122DMYR,DMY0003A,220.7,-91.65,-90.0,top
XTAL1,ASEMB-8.000MHZ-LC-T,ABRACON_ASE,171.4,-128.225,-90.0,top
